ML Number Display,Area Display,Street Full Address,Property Type,Property Subtype 1 Display,Listing Date,Status Date,Status Display,Listing Price,Selling Price
21902379,Larkspur,"31 Drakes Cove Ct, Larkspur, CA 94939-1817",RESI,Single Family,2/5/19,5/30/19,Sold,"2,980,000","2,920,000"
21909580,Corte Madera,"1425 Casa Buena Dr #110, Corte Madera, CA 94925-1649",RESI,Condo/Coop,4/23/19,6/28/19,Sold,"1,349,945","1,345,000"
21907299,Mill Valley,"208 Benson Cir, Mill Valley, CA 94941-4317",RESI,Single Family,2/2/19,5/10/19,Sold,"3,995,000","3,800,000"
21910681,Mill Valley,"4 Neila Way, Mill Valley, CA 94941-1655",RESI,Single Family,1/18/19,6/5/19,Sold,"995,000","1,152,000"
21908633,Tiburon,"269 Karen Way, Tiburon, CA 94920-2044",RESI,Single Family,4/15/19,5/31/19,Sold,"1,749,000","1,775,000"
21911824,Tiburon,"291 Cecilia Way, Tiburon, CA 94920-2038",RESI,Single Family,4/4/19,6/4/19,Sold,"2,100,000","2,215,000"
21903790,Mill Valley,"918 Centro Way, Mill Valley, CA 94941-3404",RESI,Single Family,2/22/19,3/19/19,Sold,"1,479,000","1,550,000"
21830974,Mill Valley,"920 Centro Way, Mill Valley, CA 94941-3404",RESI,Single Family,10/10/18,2/1/19,Sold,"985,000","1,050,000"
21907350,Mill Valley,"100 Loring Ave, Mill Valley, CA 94941-3573",RESI,Single Family,3/2/19,5/11/19,Sold,"879,000","850,000"
21821263,Mill Valley,"1083 W California Ave, Mill Valley, CA 94941-3414",RESI,Single Family,8/11/18,5/13/19,Sold,"1,395,000","1,250,000"
21913010,Mill Valley,"436 Wellesley Ave, Mill Valley, CA 94941-3785",RESI,Single Family,5/24/19,6/24/19,Sold,"1,095,000","1,255,000"
21905739,Mill Valley,"384 Pine Hill Rd #14, Mill Valley, CA 94941-3881",RESI,Condo/Coop,3/18/19,4/27/19,Sold,"445,000","460,000"
21910115,Mill Valley,"375 Dolan Ave, Mill Valley, CA 94941-3823",RESI,Single Family,4/30/19,5/29/19,Sold,"1,649,000","1,717,000"
21829735,Mill Valley,"401 Wendy Way, Mill Valley, CA 94941-3820",RESI,Single Family,11/23/18,6/12/19,Sold,"1,199,000","1,150,000"
21831352,Mill Valley,"359 Tennessee Ave, Mill Valley, CA 94941-4047",RESI,Single Family,12/12/18,2/15/19,Sold,"1,395,000","1,601,300"
21907640,Larkspur,"9 Locust Ave, Larkspur, CA 94939-1366",RESI,Single Family,1/29/19,4/5/19,Sold Off MLS,"1,850,000","1,850,000"
21902025,Larkspur,"130 Ward St, Larkspur, CA 94939-1344",RESI,Single Family,10/21/18,3/13/19,Sold,"1,995,000","2,430,000"
21905610,Tiburon,"35 Terrace Ct, Tiburon, CA 94920-2026",RESI,Single Family,1/28/19,3/16/19,Sold Off MLS,"2,495,000","2,600,000"
21914343,Tiburon,"120 Jefferson Dr, Tiburon, CA 94920-2005",RESI,Single Family,1/1/19,6/13/19,Sold Off MLS,"2,450,000","2,450,000"
21900908,Tiburon,"36 Juno Rd, Tiburon, CA 94920-1339",RESI,Single Family,11/9/18,2/28/19,Sold,"1,495,000","1,575,000"
21904328,Tiburon,"50 Lower North Ter, Tiburon, CA 94920-2018",RESI,Single Family,2/6/19,4/26/19,Sold,"2,350,000","2,250,000"
21908696,Tiburon,"1 Andrew Dr #55, Tiburon, CA 94920-2142",RESI,Condo/Coop,4/16/19,6/11/19,Sold,"819,000","819,000"
21830935,Tiburon,"2 Janet Way #100, Tiburon, CA 94920-2166",RESI,Condo/Coop,12/16/18,2/22/19,Sold,"869,000","835,000"
21830656,Tiburon,"35 Andrew Dr #141, Tiburon, CA 94920-2167",RESI,Condo/Coop,12/7/18,4/12/19,Sold,"975,000","950,000"
21822840,Tiburon,"18 Janet Way #162, Tiburon, CA 94920-2161",RESI,Condo/Coop,8/16/18,1/8/19,Sold,"864,000","860,000"
21807137,Tiburon,"86 Via Los Altos, Tiburon, CA 94920-2001",RESI,Single Family,11/18/17,6/24/19,Sold,"4,500,000","3,800,000"
21905199,Tiburon,"6 Cecilia Ct, Tiburon, CA 94920-2189",RESI,Single Family,10/4/18,4/26/19,Sold,"2,750,000","2,825,000"
21905674,Tiburon,"25 Turtle Rock Ct, Tiburon, CA 94920-1301",RESI,Single Family,3/17/19,6/14/19,Sold,"4,200,000","4,050,000"
21902504,Corte Madera,"13 Madera Del Presidio Dr, Corte Madera, CA 94925-2053",RESI,Single Family,1/20/19,3/1/19,Sold,"1,825,000","1,875,000"
21907741,Corte Madera,"27 Madera Del Presidio Dr, Corte Madera, CA 94925-2072",RESI,Single Family,3/4/19,4/8/19,Sold Off MLS,"1,915,000","2,005,000"
21826294,Corte Madera,"32 Madera Del Presidio Dr, Corte Madera, CA 94925-2068",RESI,Single Family,10/10/18,3/25/19,Sold,"1,859,000","1,800,000"
21900461,Corte Madera,"3 Ridge Ct, Corte Madera, CA 94925-2075",RESI,Single Family,1/9/19,2/11/19,Sold,"1,999,000","1,950,000"
21908477,Corte Madera,"9 Wildflower Ct, Corte Madera, CA 94925-2079",RESI,Single Family,4/15/19,5/14/19,Sold,"1,475,000","1,515,000"
21900447,Corte Madera,"6 Wildflower Ct, Corte Madera, CA 94925-2078",RESI,Single Family,10/4/18,2/20/19,Sold,"1,567,500","1,567,500"
21905184,Mill Valley,"440 Edgewood Ave, Mill Valley, CA 94941-1738",RESI,Single Family,3/12/19,4/16/19,Sold,"2,595,000","2,550,000"
21823776,Mill Valley,"384 Panoramic Hwy, Mill Valley, CA 94941-2646",RESI,Single Family,9/10/18,4/26/19,Sold,"1,175,000","1,000,000"
21910710,Mill Valley,"47 Ridge Ave, Mill Valley, CA 94941-1792",RESI,Single Family,5/2/19,6/6/19,Sold,"2,650,000","2,530,000"
21900034,Mill Valley,"301 Panoramic Hwy, Mill Valley, CA 94941-2667",RESI,Single Family,1/2/19,1/29/19,Sold,"1,395,000","1,405,000"
21820804,Mill Valley,"631 Sequoia Valley Rd, Mill Valley, CA 94941-2636",RESI,Single Family,9/10/18,1/10/19,Sold,"1,549,000","1,500,000"
21905432,Mill Valley,"650 Ridgewood Ave, Mill Valley, CA 94941-2622",RESI,Single Family,3/18/19,5/31/19,Sold,"2,795,000","2,925,000"
21812404,Mill Valley,"667 Sequoia Valley Rd, Mill Valley, CA 94941-2636",RESI,Single Family,5/14/18,2/27/19,Sold,"1,799,000","1,700,000"
21907433,Mill Valley,"642 Amaranth Blvd, Mill Valley, CA 94941-2605",RESI,Single Family,2/12/19,6/6/19,Sold,"1,395,000","1,382,500"
21908542,Tiburon,"249 Diviso St, Tiburon, CA 94920-1921",RESI,Single Family,8/13/18,6/12/19,Sold,"1,975,000","2,000,000"
21905643,Tiburon,"2228 Vistazo East St, Tiburon, CA 94920",RESI,Single Family,3/4/19,5/31/19,Sold,"3,600,000","3,520,000"
21825225,Mill Valley,"6 East Dr, Mill Valley, CA 94941-2078",RESI,Single Family,9/24/18,1/24/19,Sold,"1,325,000","1,250,000"
21827766,Mill Valley,"100 Marlin Ave, Mill Valley, CA 94941-1311",RESI,Single Family,10/28/18,1/22/19,Sold,"1,999,000","1,850,000"
21908513,Mill Valley,"14 Bay Tree Ln, Mill Valley, CA 94941-1203",RESI,Single Family,4/15/19,5/28/19,Sold,"1,895,000","1,900,000"
21907792,Mill Valley,"555 E Blithedale Ave, Mill Valley, CA 94941-2152",RESI,Single Family,4/7/19,4/12/19,Sold Off MLS,"1,195,000","1,200,000"
21911761,Mill Valley,"200 Elm Ave, Mill Valley, CA 94941-2105",RESI,Single Family,4/1/19,5/22/19,Sold Off MLS,"3,495,000","3,495,000"
21902343,Mill Valley,"75 Hilarita Ave, Mill Valley, CA 94941-2160",RESI,Single Family,1/10/19,2/13/19,Sold,"1,399,000","1,414,000"
21906699,Mill Valley,"105 Ryan Ave, Mill Valley, CA 94941-2192",RESI,Single Family,3/7/19,5/22/19,Sold Off MLS,"2,295,000","2,360,000"
21900692,Mill Valley,"153 Sycamore Ave, Mill Valley, CA 94941-2807",RESI,Single Family,11/30/18,1/11/19,Sold Off MLS,"1,349,000","1,420,000"
21917288,Mill Valley,"301 Sycamore Ave, Mill Valley, CA 94941-2901",RESI,Single Family,4/6/19,7/8/19,Sold Off MLS,"1,455,000","1,455,000"
21904308,Mill Valley,"14 Dorset Ln, Mill Valley, CA 94941-1522",RESI,Single Family,3/1/19,3/27/19,Sold,"1,259,000","1,350,000"
21911206,Mill Valley,"69 Shelley Dr, Mill Valley, CA 94941-1520",RESI,Single Family,5/5/19,6/13/19,Sold,"1,300,000","1,280,000"
21913419,Mill Valley,"4 Millay Pl, Mill Valley, CA 94941-1501",RESI,Single Family,5/28/19,6/28/19,Sold,"1,995,000","2,150,000"
21907697,Mill Valley,"6 Park Terrace, Mill Valley, CA 94941-2942",RESI,Condo/Coop,12/21/18,4/5/19,Sold Off MLS,"1,025,000","1,030,000"
21900825,Tiburon,"409 Hilary Dr, Tiburon, CA 94920-1416",RESI,Single Family,1/13/19,2/28/19,Sold,"2,300,000","2,260,000"
21904427,Tiburon,"35 Geldert Dr, Tiburon, CA 94920-1406",RESI,Single Family,3/4/19,4/12/19,Sold,"1,695,000","1,700,000"
21905677,Tiburon,"155 Rock Hill Dr, Tiburon, CA 94920-1452",RESI,Single Family,3/14/19,4/19/19,Sold,"4,995,000","4,995,000"
21912195,Mill Valley,"213 Julia Ave, Mill Valley, CA 94941-3518",RESI,Single Family,5/17/19,5/17/19,Sold Off MLS,"2,300,000","2,515,000"
21906010,Mill Valley,"216 Almonte Blvd, Mill Valley, CA 94941-3509",RESI,Single Family,1/12/19,3/20/19,Sold Off MLS,"1,460,000","1,460,000"
21913849,Mill Valley,"254 Morning Sun Ave, Mill Valley, CA 94941-3522",RESI,Single Family,5/31/19,6/28/19,Sold,"1,500,000","1,650,000"
21909070,Mill Valley,"261 Greene St, Mill Valley, CA 94941-3516",RESI,Single Family,4/19/19,6/2/19,Sold,"1,299,000","1,325,000"
21905480,Mill Valley,"337 Jean St, Mill Valley, CA 94941-3802",RESI,Single Family,12/3/18,5/30/19,Sold Off MLS,"1,350,000","1,410,000"
21913940,Mill Valley,"354 Starling Rd, Mill Valley, CA 94941-3830",RESI,Single Family,6/4/19,7/2/19,Sold,"1,049,000","1,205,000"
21830551,Mill Valley,"227 Marin Ave, Mill Valley, CA 94941-4069",RESI,Single Family,12/7/18,1/17/19,Sold,"899,000","915,000"
21910762,Mill Valley,"211 Marin Ave, Mill Valley, CA 94941-4069",RESI,Single Family,4/26/19,6/14/19,Sold,"1,485,000","1,417,500"
21901281,Mill Valley,"314 Cardinal Ct, Mill Valley, CA 94941-3615",RESI,Single Family,1/22/19,2/16/19,Sold,"1,049,000","1,135,000"
21911114,Mill Valley,"239 Flamingo Rd, Mill Valley, CA 94941-3619",RESI,Single Family,4/22/19,6/25/19,Sold,"1,050,000","1,050,000"
21911710,Sausalito,"28 Buckelew St, Sausalito, CA 94965-1160",RESI,Single Family,5/11/19,6/7/19,Sold,"599,000","650,000"
21907716,Sausalito,"20 Ridgeview Ct, Sausalito, CA 94965-3006",RESI,Condo/Coop,1/25/19,4/29/19,Sold,"749,000","810,000"
21900514,Sausalito,"350 Eden Roc, Sausalito, CA 94965-1361",RESI,Condo/Coop,1/8/19,3/15/19,Sold,"499,000","489,000"
21826237,Greenbrae,"55 Corte Real #15, Greenbrae, CA 94904-2157",RESI,Condo/Coop,9/25/18,6/20/19,Sold,"649,000","640,000"
21913024,Greenbrae,"805 S Eliseo Dr #2, Greenbrae, CA 94904-2138",RESI,Condo/Coop,6/4/19,6/24/19,Sold,"675,000","730,000"
21912303,Greenbrae,"320 Via Casitas Way #208, Greenbrae, CA 94904-2341",RESI,Condo/Coop,5/16/19,6/28/19,Sold,"699,000","715,000"
21901770,Larkspur,"505 Larkspur Plaza Dr #8A, Larkspur, CA 94939-1460",RESI,Condo/Coop,1/24/19,3/13/19,Sold,"565,000","535,000"
21903955,Greenbrae,"905 S Eliseo Dr, Greenbrae, CA 94904-2142",RESI,Condo/Coop,2/12/19,3/20/19,Sold,"915,000","895,884"
21910634,Greenbrae,"775 South Eliseo Drive #2, Greenbrae, CA 94904-2137",RESI,Condo/Coop,3/8/19,5/2/19,Sold Off MLS,"850,000","850,000"
21905135,Greenbrae,"775 S Eliseo Dr #3, Greenbrae, CA 94904",RESI,Condo/Coop,3/12/19,4/8/19,Sold,"899,000","930,000"
21827587,Greenbrae,"940 Via Casitas, Greenbrae, CA 94904-1824",RESI,Condo/Coop,10/23/18,3/28/19,Sold,"599,000","595,000"
21902647,Greenbrae,"711 Via Casitas, Greenbrae, CA 94904-1814",RESI,Condo/Coop,2/6/19,5/6/19,Sold,"649,000","635,000"
21829898,Greenbrae,"565 Via Casitas Ave #31, Greenbrae, CA 94904-1961",RESI,Condo/Coop,11/26/18,1/8/19,Sold,"950,000","937,527"
21905163,Greenbrae,"838 S Eliseo Dr, Greenbrae, CA 94904-2160",RESI,Condo/Coop,1/14/19,6/5/19,Sold,"775,000","775,000"
21908107,Greenbrae,"836 S Eliseo Dr, Greenbrae, CA 94904-2160",RESI,Condo/Coop,3/1/19,5/19/19,Sold,"785,000","805,100"
21903168,Greenbrae,"832 South Eliseo Dr, Greenbrae, CA 94904-2159",RESI,Condo/Coop,2/13/19,3/14/19,Sold,"770,000","765,000"
21904154,Greenbrae,"1127 S Eliseo Dr, Greenbrae, CA 94904-2021",RESI,Condo/Coop,2/27/19,4/17/19,Sold,"899,000","985,000"
21904203,Greenbrae,"635 S Eliseo Dr #10, Greenbrae, CA 94904-2248",RESI,Condo/Coop,2/26/19,3/24/19,Sold,"799,000","870,000"
21909679,Greenbrae,"40 Corte Oriental, Greenbrae, CA 94904-1971",RESI,Condo/Coop,4/24/19,6/5/19,Sold,"700,000","750,000"
21904003,Mill Valley,"519 Montford Ave, Mill Valley, CA 94941-5606",RESI,Single Family,1/20/19,4/17/19,Sold,"1,795,000","2,110,000"
21905725,Mill Valley,"311 Cape Ct, Mill Valley, CA 94941-3374",RESI,Single Family,2/13/19,3/25/19,Sold Off MLS,"1,800,000","1,845,000"
21902566,Mill Valley,"503 Laverne Ave, Mill Valley, CA 94941-3400",RESI,Single Family,2/18/19,5/14/19,Sold,"1,050,000","1,100,000"
21804814,Mill Valley,"250 Evergreen Ave, Mill Valley, CA 94941-3351",RESI,Single Family,3/2/18,1/19/19,Sold,"1,279,000","1,150,000"
21901312,Mill Valley,"328 RIDGEWOOD Ave, Mill Valley, CA 94941-3440",RESI,Single Family,1/27/19,2/13/19,Sold,"1,450,000","1,650,000"
21830136,Mill Valley,"597 Ethel Ave, Mill Valley, CA 94941-3328",RESI,Single Family,11/30/18,2/5/19,Sold,"1,195,000","1,275,000"
21905728,Mill Valley,"14 Madrone Park Cir, Mill Valley, CA 94941-1429",RESI,Single Family,3/18/19,5/31/19,Sold,"2,195,000","2,100,000"
21900800,Mill Valley,"361 N Ferndale Ave, Mill Valley, CA 94941-3423",RESI,Single Family,1/14/19,3/8/19,Sold,"1,450,000","1,443,000"
21902468,Mill Valley,"19 Midway Ave, Mill Valley, CA 94941",RESI,Single Family,12/14/18,3/22/19,Sold,"1,197,000","1,200,000"
21903375,Mill Valley,"11 Morning Sun Ave, Mill Valley, CA 94941-4432",RESI,Single Family,11/21/18,4/18/19,Sold,"1,075,000","1,100,000"
21904625,Belvedere,"6 Buckeye Rd, Belvedere, CA 94920-2401",RESI,Single Family,3/4/19,4/25/19,Sold,"3,300,000","3,200,000"
21824222,Belvedere,"104 Golden Gate Ave, Belvedere, CA 94920-2441",RESI,Single Family,6/25/18,3/18/19,Sold,"3,798,000","3,400,000"
21903047,Belvedere,"150 Madrona Ave, Belvedere, CA 94920-2451",RESI,Single Family,2/12/19,4/16/19,Sold,"2,100,000","1,815,000"
21913622,Mill Valley,"20 Rowan Way, Mill Valley, CA 94941-1027",RESI,Single Family,3/17/19,5/30/19,Sold Off MLS,"1,795,000","1,950,000"
21901758,Mill Valley,"85 King St, Mill Valley, CA 94941-4512",RESI,Single Family,1/25/19,3/29/19,Sold,"2,495,000","2,345,000"
21900502,Mill Valley,"525 Summit Ave, Mill Valley, CA 94941-1032",RESI,Single Family,10/27/18,1/8/19,Sold Off MLS,"2,995,000","2,950,000"
21823731,Mill Valley,"427 Summit Ave, Mill Valley, CA 94941-1083",RESI,Single Family,8/1/18,4/5/19,Sold,"3,200,000","3,237,000"
21911642,Mill Valley,"250 Tamalpais Ave, Mill Valley, CA 94941-4544",RESI,Single Family,3/30/19,5/31/19,Sold Off MLS,"3,250,000","3,250,000"
21907315,Mill Valley,"575 Throckmorton Ave, Mill Valley, CA 94941-1734",RESI,Single Family,4/2/19,5/7/19,Sold,"4,995,000","5,000,000"
21906540,Mill Valley,"580 Throckmorton Ave, Mill Valley, CA 94941-1735",RESI,Single Family,3/26/19,4/24/19,Sold,"3,995,000","4,425,000"
21824572,Mill Valley,"5 Monte Vista Ave, Mill Valley, CA 94941-5027",RESI,Single Family,9/20/18,1/8/19,Sold,"1,595,000","1,600,000"
21911797,Mill Valley,"84 Cypress Ave, Mill Valley, CA 94941-1737",RESI,Single Family,5/10/19,6/6/19,Sold,"1,295,000","1,250,000"
21816386,Mill Valley,"54 Cypress Ave, Mill Valley, CA 94941-1737",RESI,Single Family,9/8/17,1/16/19,Sold,"1,699,000","1,585,000"
21913077,Mill Valley,"10 Manzanita Pl, Mill Valley, CA 94941-1018",RESI,Single Family,5/28/19,6/26/19,Sold,"1,895,000","1,895,000"
21911584,Mill Valley,"604 Panoramic Hwy, Mill Valley, CA 94941-5041",RESI,Single Family,3/25/19,6/19/19,Sold,"1,595,000","1,590,000"
21909725,Mill Valley,"560 Panoramic Hwy, Mill Valley, CA 94941-5038",RESI,Single Family,3/14/19,6/10/19,Sold,"1,625,000","1,582,500"
21902754,Mill Valley,"34 Brighton Blvd, Mill Valley, CA 94941",RESI,Single Family,2/8/19,4/2/19,Sold,"1,200,000","1,210,000"
21904802,Mill Valley,"178 Madera Way, Mill Valley, CA 94941-1704",RESI,Single Family,12/19/18,5/24/19,Sold,"1,688,000","1,735,000"
21905718,Mill Valley,"4 Sunnycrest Ave, Mill Valley, CA 94941-1741",RESI,Single Family,2/19/19,4/26/19,Sold,"1,450,000","1,460,000"
21905152,Mill Valley,"750 Edgewood Ave, Mill Valley, CA 94941",RESI,Single Family,3/11/19,5/20/19,Sold,"2,675,000","2,525,000"
21911894,Tiburon,"560 Silverado Dr, Tiburon, CA 94920-1321",RESI,Single Family,5/14/19,5/29/19,Sold,"3,250,000","3,410,000"
21905040,Tiburon,"20 Bayshore Ter, Tiburon, CA 94920-1419",RESI,Single Family,2/19/18,3/10/19,Sold Off MLS,"3,500,000","3,400,000"
21904928,Tiburon,"711 Hawthorne Dr, Tiburon, CA 94920-1467",RESI,Single Family,3/8/19,5/24/19,Sold,"2,395,000","2,300,000"
21829439,Tiburon,"2 Las Palmas Way, Tiburon, CA 94920-1579",RESI,Single Family,9/9/18,2/7/19,Sold,"1,824,000","1,700,000"
21909949,Tiburon,"33 Greenwood Bay Dr, Tiburon, CA 94920-2251",RESI,Condo/Coop,4/23/19,5/24/19,Sold,"1,100,000","1,050,000"
21906828,Tiburon,"39 Greenwood Bay Dr, Tiburon, CA 94920-2249",RESI,Condo/Coop,3/28/19,4/24/19,Sold,"1,300,000","1,267,000"
21900781,Greenbrae,"30 Corte Patencio, Greenbrae, CA 94904-1116",RESI,Single Family,8/10/18,2/19/19,Sold,"1,379,000","1,700,000"
21905260,Greenbrae,"260 Los Cerros Dr, Greenbrae, CA 94904-1121",RESI,Single Family,10/4/18,5/17/19,Sold,"1,779,000","1,920,000"
21903960,Greenbrae,"1 Corte Cordova, Greenbrae, CA 94904-1110",RESI,Single Family,2/25/19,4/4/19,Sold,"1,995,000","2,075,000"
21902767,Greenbrae,"411 Los Cerros Dr, Greenbrae, CA 94904-1124",RESI,Single Family,11/27/18,3/2/19,Sold,"2,695,000","2,950,000"
21904801,Kentfield,"32 Manor Rd, Kentfield, CA 94904",RESI,Single Family,3/31/19,5/6/19,Sold,"1,850,000","2,237,500"
21823229,Greenbrae,"31 Almenar Dr, Greenbrae, CA 94904",RESI,Single Family,8/27/18,1/3/19,Sold,"2,350,000","2,276,825"
21911225,Mill Valley,"110 Seminary Dr #2F, Mill Valley, CA 94941-3102",RESI,Condo/Coop,5/7/19,6/18/19,Sold,"638,888","660,000"
21828005,Mill Valley,"57 Milland Dr, Mill Valley, CA 94941-4910",RESI,Single Family,11/5/18,3/15/19,Sold,"1,299,000","1,269,500"
21913451,Mill Valley,"16 Egret Way, Mill Valley, CA 94941-3270",RESI,Single Family,5/22/19,5/28/19,Sold Off MLS,"6,700,000","6,600,000"
21903438,Mill Valley,"141 Chapel Dr, Mill Valley, CA 94941-3168",RESI,Single Family,9/7/18,4/29/19,Sold,"4,795,000","4,700,000"
21905439,Mill Valley,"10 Vista Real, Mill Valley, CA 94941-4900",RESI,Single Family,3/9/19,4/19/19,Sold,"2,575,000","2,575,000"
21903431,Mill Valley,"205 Timoteo Ter, Mill Valley, CA 94941-4916",RESI,Single Family,10/8/18,3/27/19,Sold,"1,795,000","2,150,000"
21819800,Mill Valley,"70 De Silva Island Dr, Mill Valley, CA 94941-3036",RESI,Condo/Coop,7/30/18,1/11/19,Sold,"1,890,000","1,835,000"
21815163,Tiburon,"92 Mount Tiburon Rd, Tiburon, CA 94920-1512",RESI,Single Family,12/9/17,4/15/19,Sold,"7,995,000","7,400,000"
21907243,Tiburon,"136 Sugarloaf Dr, Tiburon, CA 94920",RESI,Single Family,1/1/19,4/2/19,Sold Off MLS,"1,725,000","1,725,000"
21904131,Tiburon,"6 Venado Dr, Tiburon, CA 94920",RESI,Single Family,7/25/18,3/14/19,Sold,"4,450,000","4,500,000"
21904798,Tiburon,"19 Place Moulin, Tiburon, CA 94920-1650",RESI,Single Family,3/8/19,7/2/19,Sold,"5,050,000","4,677,000"
21915378,Tiburon,"45 Corinthian Ct #11, Tiburon, CA 94920-1743",RESI,Condo/Coop,6/1/19,6/15/19,Sold Off MLS,"1,125,000","1,109,000"
21902632,Tiburon,"45 Corinthian Ct #21, Tiburon, CA 94920-1743",RESI,Condo/Coop,10/13/18,2/13/19,Sold Off MLS,"1,195,000","1,066,500"
21824542,Tiburon,"35 Corinthian Ct #22, Tiburon, CA 94920-1742",RESI,Condo/Coop,9/18/18,1/30/19,Sold,"1,025,000","1,000,000"
21907507,Tiburon,"76 Marinero Cir, Tiburon, CA 94920",RESI,Condo/Coop,4/6/19,6/11/19,Sold,"935,000","920,000"
21906900,Tiburon,"28 Marinero Cir #28, Tiburon, CA 94920",RESI,Condo/Coop,3/29/19,4/24/19,Sold,"699,000","725,000"
21815784,Tiburon,"1925 Straits View Dr, Tiburon, CA 94920-1820",RESI,Single Family,6/14/18,5/28/19,Sold,"9,995,000","9,945,000"
21905053,Tiburon,"1786 Vistazo West St, Tiburon, CA 94920",RESI,Single Family,3/12/19,4/13/19,Sold,"3,675,000","3,575,000"
21908765,Kentfield,"47 Rosebank Ave, Kentfield, CA 94904-1628",RESI,Single Family,4/15/19,6/3/19,Sold,"1,188,000","1,125,000"
21901122,Kentfield,"44 Rosebank Ave, Kentfield, CA 94904-1609",RESI,Single Family,12/27/18,2/27/19,Sold,"1,395,000","1,510,000"
21912678,Kentfield,"6 Rosebank Ave, Kentfield, CA 94904-1609",RESI,Single Family,5/22/19,6/21/19,Sold,"1,650,000","1,650,000"
21909843,Kentfield,"1 Rosebank Ave, Kentfield, CA 94904-1608",RESI,Single Family,4/25/19,6/13/19,Sold,"1,000,000","977,000"
21906479,Kentfield,"2 Rosebank Ln, Kentfield, CA 94904-1646",RESI,Single Family,11/24/18,4/24/19,Sold Off MLS,"3,150,000","3,500,000"
21904118,Kentfield,"12 Hillside Ave, Kentfield, CA 94904-2516",RESI,Single Family,2/19/19,2/27/19,Sold Off MLS,"1,100,000","1,100,000"
21904520,Kentfield,"245 Kent Ave, Kentfield, CA 94904-2524",RESI,Single Family,2/12/19,4/15/19,Sold,"2,295,000","2,360,000"
21902091,Kentfield,"17 Hillside Ave, Kentfield, CA 94904-2515",RESI,Single Family,1/29/19,5/21/19,Sold,"2,750,000","2,600,000"
21914123,Kentfield,"130 McAllister Ave, Kentfield, CA 94904-1619",RESI,Single Family,4/29/19,6/4/19,Sold Off MLS,"2,500,000","2,600,000"
21914575,Kentfield,"39 Mcallister Ave, Kentfield, CA 94904-1644",RESI,Single Family,4/29/19,6/7/19,Sold Off MLS,"1,900,000","1,975,000"
21822329,Kentfield,"10 Diablo Dr, Kentfield, CA 94904-2604",RESI,Single Family,5/7/18,1/28/19,Sold,"2,275,000","2,119,000"
21914946,Tiburon,"123 Trinidad Dr, Tiburon, CA 94920-1037",RESI,Single Family,4/10/19,6/18/19,Sold Off MLS,"1,775,000","1,950,000"
21904066,Tiburon,"8 Mariposa Ct, Tiburon, CA 94920-2017",RESI,Single Family,2/26/19,4/9/19,Sold,"5,295,000","5,295,000"
21906075,Mill Valley,"33 Morning Sun Ave, Mill Valley, CA 94941-4434",RESI,Single Family,3/21/19,4/29/19,Sold,"1,149,000","1,225,000"
21907152,Mill Valley,"955 Vernal Ave, Mill Valley, CA 94941-3411",RESI,Single Family,4/12/19,6/7/19,Sold,"1,550,000","1,605,000"
21906766,Mill Valley,"60 Morning Sun Ave, Mill Valley, CA 94941-4104",RESI,Single Family,2/14/19,5/28/19,Sold,"1,395,000","1,575,000"
21828168,Mill Valley,"1243 Lattie Ln, Mill Valley, CA 94941-3407",RESI,Single Family,10/30/18,4/22/19,Sold,"1,178,500","1,075,000"
21824216,Mill Valley,"45 Skyline Ter, Mill Valley, CA 94941-3484",RESI,Single Family,9/13/18,1/3/19,Sold,"1,795,000","1,700,000"
21821373,Mill Valley,"562 Alta Way, Mill Valley, CA 94941-3900",RESI,Single Family,5/31/18,2/21/19,Sold,"2,395,000","2,300,000"
21906734,Mill Valley,"544 Browning St, Mill Valley, CA 94941-3752",RESI,Single Family,3/28/19,4/12/19,Sold,"849,000","1,117,000"
21909052,Mill Valley,"552 Northern Ave, Mill Valley, CA 94941-3781",RESI,Single Family,4/25/19,5/29/19,Sold,"1,499,000","1,809,000"
21826493,Mill Valley,"699 Forest Way, Mill Valley, CA 94941-3974",RESI,Single Family,10/13/18,1/28/19,Sold,"1,995,000","1,975,000"
21902668,Mill Valley,"707 Forest Way, Mill Valley, CA 94941-3945",RESI,Single Family,3/15/19,5/17/19,Sold Off MLS,"2,590,000","2,450,000"
21911110,Mill Valley,"752 Marin Dr, Mill Valley, CA 94941-3919",RESI,Single Family,5/5/19,6/28/19,Sold,"1,250,000","1,235,000"
21813233,Mill Valley,"717 Marin Dr, Mill Valley, CA 94941-3918",RESI,Single Family,4/23/18,2/15/19,Sold,"765,000","765,000"
21905341,Mill Valley,"330 Laurel Way, Mill Valley, CA 94941-4046",RESI,Single Family,1/30/19,4/9/19,Sold,"1,695,000","1,925,000"
21905847,Mill Valley,"466 Green Glen Way, Mill Valley, CA 94941-4018",RESI,Single Family,3/18/19,4/30/19,Sold,"1,199,000","1,176,000"
21829857,Mill Valley,"343 Marin Ave, Mill Valley, CA 94941-4047",RESI,Single Family,10/20/18,1/9/19,Sold,"1,149,000","1,200,000"
21906884,Mill Valley,"712 Cabin Dr, Mill Valley, CA 94941-3981",RESI,Single Family,3/29/19,4/29/19,Sold,"1,195,000","1,215,000"
21902489,Mill Valley,"714 Cabin Dr, Mill Valley, CA 94941-3915",RESI,Single Family,1/18/19,5/3/19,Sold,"1,450,000","1,450,000"
